E,j
0.057976981462483,-3.7748272144721113
0.057976981462483,8.630056331021365
0.0586476184615609,11.303557930722375
0.0586476184615609,15.688832880118753
0.0586476542078961,11.063068255170151
0.0586476542078961,18.36182236381592
0.0586478686859088,9.601207515504484
0.0586478686859088,11.3032506611205
0.0593185056849867,16.419699235451276
0.0593185056849867,19.8237855266832
0.0593185414313222,19.092714324948812
0.0593185414313222,22.25649018122988
0.0599893929084123,20.314367052865464
0.0599893929084123,22.74730215961415
0.0599894286547479,22.747097313212294
0.0599894286547479,24.68942528797868
0.0606602801318383,22.987484565563705
0.0606602801318383,24.449242882029356
0.0606603158781735,24.929607693928237
0.0606603158781735,25.900784484211613
0.0613311673552638,24.92981254033009
0.0613311673552638,26.151286027645256
0.0613312031015991,26.150953152242096
0.0613312031015991,26.881819507574846
0.0619741009443801,26.39146843359481
0.0619741009443801,27.122334788927446
0.0619741366907156,27.1220019135244
0.0619741366907156,27.852893874657184
0.0626729418021154,27.362517194877
0.0626729418021154,28.093409156009898
0.0626729775484509,27.852893874657184
0.0626729775484509,28.58376022998982
0.063343829025541,28.093409156009898
0.063343829025541,28.82427551134242
0.0633438647718764,28.82394263593949
0.0633438647718764,29.31452416212176
0.0640147162489668,29.06445791729197
0.0640147162489668,29.795349878424872
0.0640147519953022,29.55496262607346
0.0640147519953022,30.035532284374423
0.0646856034723926,29.795349878424872
0.0646856034723926,30.28593140460714
0.0646856392187278,30.28595701040706
0.0646856392187278,30.766526668708025
0.0653285370615088,30.52611381055669
0.0653285370615088,30.76629621650636
0.0653285728078443,30.766526668708025
0.0653285728078443,31.25713380069044
0.0659994242849348,30.76629621650636
0.0659994242849348,31.256903348488663
0.0659994600312701,31.25713380069044
0.0659994600312701,31.73770345899129
0.0666703115083604,31.256903348488663
0.0666703115083604,31.497085754438217
0.0666703472546959,31.73770345899129
0.0673411987317862,31.497085754438217
0.0673411987317862,31.73726816038777
0.0673412344781214,31.987872127021888
0.0680120859552118,31.73726816038777
0.0686829731786378,31.98743682841848
0.0686830232235073,31.987872127021888
0.0686830232235073,32.22805453297144
0.069325906767754,31.98743682841848
0.069325906767754,32.227619234368035
0.0693259568126236,32.22805453297144
0.0699967939911798,32.227619234368035
0.0699967939911798,32.467801640317475
0.0699968440360494,32.468236938920995
0.0699968440360494,32.718661664953856
0.070667731259475,32.718661664953856
0.070667731259475,32.95884407090341
0.0713385898858325,32.467801640317475
0.0713386184829008,32.95884407090341
0.0713386184829008,33.19902647685308
0.0720094771092583,32.718226366350336
0.0726804072282865,33.19902647685308
0.0726804072282865,33.44945120288571
0.0733233193696016,32.718226366350336
0.0739942065930272,32.95840877229989
0.074665093816453,32.95840877229989
0.074665093816453,33.19859117824956
0.075335981039879,33.19859117824956
0.0766778412779354,33.44945120288571
0.0766778412779354,33.19902647685308
0.0793334722836645,33.19902647685308
0.0793334722836645,32.95884407090341
0.0806752681783169,32.95884407090341
0.0806752681783169,33.19902647685308
0.0879992276063876,33.19902647685308
0.0879992276063876,32.95884407090341
